com.id,vol.L,area,deploy,N2Oug.L
01-06-2021 - 10113 - SBcc,274.455125,0.5476,0,0.380813364462669
01-06-2021 - 10113 - SBcc,274.455125,0.5476,0.7,0.459962732086643
01-06-2021 - 10113 - SBcc,274.455125,0.5476,1.2,0.496613618501951
01-06-2021 - 10113 - SBcc,274.455125,0.5476,1.7,0.511404428344113
01-06-2021 - 10114 - SBcc,264.872125,0.5476,0,0.37370421640176
01-06-2021 - 10114 - SBcc,264.872125,0.5476,0.716666666666667,0.473043916627155
01-06-2021 - 10114 - SBcc,264.872125,0.5476,1.21666666666667,0.519476229320503
01-06-2021 - 10114 - SBcc,264.872125,0.5476,1.71666666666667,0.570381001518646
01-06-2021 - 10213 - SBgc,271.717125,0.5476,0,0.399652606824077
01-06-2021 - 10213 - SBgc,271.717125,0.5476,0.7,0.516294319567406
01-06-2021 - 10213 - SBgc,271.717125,0.5476,1.2,0.571447421954428
01-06-2021 - 10213 - SBgc,271.717125,0.5476,1.71666666666667,0.543242379201281
01-06-2021 - 10313 - GC2,258.027125,0.5476,0,0.402851723451486
01-06-2021 - 10313 - GC2,258.027125,0.5476,0.666666666666667,0.387839444349768
01-06-2021 - 10313 - GC2,258.027125,0.5476,1.18333333333333,0.409170024546458
01-06-2021 - 10313 - GC2,258.027125,0.5476,1.68333333333333,0.433395574583375
01-06-2021 - 10413 - GC1,268.808,0.5476,0,0.403681124058591
01-06-2021 - 10413 - GC1,268.808,0.5476,0.5,0.405752417774612
01-06-2021 - 10413 - GC1,268.808,0.5476,1,0.386778807765402
01-06-2021 - 10413 - GC1,268.808,0.5476,1.51666666666667,0.330480279561679
01-06-2021 - 10513 - MS,259.225,0.5476,0,0.402022322844379
01-06-2021 - 10513 - MS,259.225,0.5476,0.5,1.10801168513416
01-06-2021 - 10513 - MS,259.225,0.5476,1,1.65200040440445
01-06-2021 - 10513 - MS,259.225,0.5476,1.51666666666667,2.11939717145137
01-06-2021 - 10613 - MScc,266.241125,0.5476,0,0.386856140314441
01-06-2021 - 10613 - MScc,266.241125,0.5476,0.516666666666667,1.27594581099208
01-06-2021 - 10613 - MScc,266.241125,0.5476,1,1.89099718141488
01-06-2021 - 10613 - MScc,266.241125,0.5476,1.53333333333333,2.3408530288896
01-06-2021 - 10713 - MS,270.005875,0.5476,0,0.416477590568227
01-06-2021 - 10713 - MS,270.005875,0.5476,0.65,0.613755036819687
01-06-2021 - 10713 - MS,270.005875,0.5476,1.15,0.713219178731326
01-06-2021 - 10713 - MS,270.005875,0.5476,1.65,0.713710521982652
01-06-2021 - 10813 - MScc,267.78125,0.5476,0,0.385197339100229
01-06-2021 - 10813 - MScc,267.78125,0.5476,0.65,0.792531225540014
01-06-2021 - 10813 - MScc,267.78125,0.5476,1.15,0.974135778485317
01-06-2021 - 10813 - MScc,267.78125,0.5476,1.65,1.15838448506156
01-06-2021 - 10913 - GC2,274.9685,0.5476,0,0.388988884732714
01-06-2021 - 10913 - GC2,274.9685,0.5476,0.633333333333333,0.412351934299555
01-06-2021 - 10913 - GC2,274.9685,0.5476,1.15,0.416123086599523
01-06-2021 - 10913 - GC2,274.9685,0.5476,1.65,0.445848795213854
01-06-2021 - 11013 - SBgc,264.701,0.5476,0,0.375126046013942
01-06-2021 - 11013 - SBgc,264.701,0.5476,0.5,0.41989423889949
01-06-2021 - 11013 - SBgc,264.701,0.5476,1,0.468212127742822
01-06-2021 - 11013 - SBgc,264.701,0.5476,1.53333333333333,0.503298086612952
01-06-2021 - 11113 - GC1,268.636875,0.5476,0,0.400245035829152
01-06-2021 - 11113 - GC1,268.636875,0.5476,0.5,0.398210113174678
01-06-2021 - 11113 - GC1,268.636875,0.5476,1.01666666666667,0.379590048693589
01-06-2021 - 11113 - GC1,268.636875,0.5476,1.53333333333333,0.384640040982914
01-06-2021 - 11213 - SBcc,254.262375,0.5476,0,0.407472669691076
01-06-2021 - 11213 - SBcc,254.262375,0.5476,0.5,0.61681909806341
01-06-2021 - 11213 - SBcc,254.262375,0.5476,1.01666666666667,0.707444601772001
01-06-2021 - 11213 - SBcc,254.262375,0.5476,1.53333333333333,0.79124944288941
01-06-2021 - 11214 - SBcc,264.439279411765,0.5476,0,0.392780430365198
01-06-2021 - 11214 - SBcc,264.439279411765,0.5476,0.516666666666667,0.541985294610933
01-06-2021 - 11214 - SBcc,264.439279411765,0.5476,1.01666666666667,0.662897865228636
01-06-2021 - 11214 - SBcc,264.439279411765,0.5476,1.53333333333333,0.809224374554158
01-06-2021 - 11313 - SBgc,262.818625,0.5476,0,0.434842889725574
01-06-2021 - 11313 - SBgc,262.818625,0.5476,0.633333333333333,0.45513094320231
01-06-2021 - 11313 - SBgc,262.818625,0.5476,1.15,0.492371072164488
01-06-2021 - 11313 - SBgc,262.818625,0.5476,1.68333333333333,0.50141835519703
01-06-2021 - 11413 - GC2,257.1715,0.5476,0,0.370505099774351
01-06-2021 - 11413 - GC2,257.1715,0.5476,0.616666666666667,0.395970991496572
01-06-2021 - 11413 - GC2,257.1715,0.5476,1.13333333333333,0.436982272758717
01-06-2021 - 11413 - GC2,257.1715,0.5476,1.66666666666667,0.421882219660857
01-06-2021 - 11513 - SBcc,257.1715,0.5476,0,0.415055760956045
01-06-2021 - 11513 - SBcc,257.1715,0.5476,0.616666666666667,0.522893836092348
01-06-2021 - 11513 - SBcc,257.1715,0.5476,1.11666666666667,0.684228445425327
01-06-2021 - 11513 - SBcc,257.1715,0.5476,1.65,0.715707736612069
01-06-2021 - 11514 - SBcc,264.439279411765,0.5476,0,0.425719483047408
01-06-2021 - 11514 - SBcc,264.439279411765,0.5476,0.55,0.416240935108897
01-06-2021 - 11514 - SBcc,264.439279411765,0.5476,1.05,0.433682514496246
01-06-2021 - 11514 - SBcc,264.439279411765,0.5476,1.58333333333333,0.464646109373068
01-06-2021 - 11613 - MScc,262.134125,0.5476,0,0.404155067262652
01-06-2021 - 11613 - MScc,262.134125,0.5476,0.5,1.55230056547406
01-06-2021 - 11613 - MScc,262.134125,0.5476,1.01666666666667,2.36109488530768
01-06-2021 - 11613 - MScc,262.134125,0.5476,1.55,3.04457747772517
01-06-2021 - 11713 - MS,266.925625,0.5476,0,0.392543458763168
01-06-2021 - 11713 - MS,266.925625,0.5476,0.516666666666667,0.947619863876172
01-06-2021 - 11713 - MS,266.925625,0.5476,1.01666666666667,1.36291801091008
01-06-2021 - 11713 - MS,266.925625,0.5476,1.55,1.83191574802889
01-06-2021 - 11813 - GC1,259.225,0.5476,0,0.387211597717487
01-06-2021 - 11813 - GC1,259.225,0.5476,0.533333333333333,0.413176873865173
01-06-2021 - 11813 - GC1,259.225,0.5476,1.03333333333333,0.405045326718369
01-06-2021 - 11813 - GC1,259.225,0.5476,1.56666666666667,0.390984134511649
